Id,Interview,Prediction
,,
775," One of the things which is really astonishing, and humbling, to me is the fact that ultimately, the things that you have in common with somebody are much more important than the things that are potentially dividing you. And so we were brought face-to-face in very, very difficult circumstances, towards the end of my experience in prison. And because we were able to confront each other in terms of, you know, hey, what am I doing here? What are you doing here? And sort of move beyond that, you know, I was able to get to a place where we were able to be friendly again, and I'm grateful for that.__EOS__ How many years was she doing?__EOS__ She was sentenced to nine years in prison.__EOS__ Is she still in?",0
,,
776," Yes. __EOS__ And given a clean bill of health and you came out. In that most recent brush with our health care system, what did you see? I mean, you're sitting on a bill that could change the way that we organize health care, and you experienced care in a hospital, what do you learn? __EOS__ I see that in a hospital setting, there are a lot of tests involved in order to find out what has happened and why it happened and how to stop it from occurring again. Those tests are essential. But sometimes, well, you look at the broad population, they're excessive. And so what we need to do is to draw a line that balances the needs for understanding what's happening to people and not doing things that really don't offer a clear improvement in the ability of the medical profession to deal with the problem. __EOS__ There's a story you relayed in your book about Senator Dan Coats of Indiana and the bill to fund research on AIDS and to help patients with HIV AIDS. And he, like a lot of conservative Republicans from a conservative state, really were quite reluctant to get involved in this. And in that case, it's the way you name a bill that - and frame an issue - that can bring along a reluctant and critical vote. ",0
,,
777,"  Exactly.  And I'm sure you're somebody who's very, you know, expressive to your family about what you're thinking.  I mean, you're a verbal guy. You're about communication.  So, what was that period of three months when you really couldn't talk? __EOS__  Well, I was just so grateful to have made it through the operation and to have made it through a kind of - well, my only time of fear was that I would not rise to the occasion in the hospital.  I mean, there was probably some pride involved. I don't see myself as a valiant fellow.  And I did really quite splendidly in the hospital, came out and did well at home, and I took such great pleasure in responding positively rather than negatively to what had happened to me that I probably blunted in my own consciousness the unfortunate fact that I couldn't talk.  I could squeak. I certainly could - I could make myself known but - I could read, which is one of my favorite things to do in all the world. __EOS__  Was there a period where you thought that if you weren't right with the diagnosis, if you couldn't handle the pain or the recovery or the fear of death, the approach of death, that you would have been proven to be a fraud because here you've been, you know, making death a central part of your vision of religion. __EOS__  There's no question about that, and that's why I was so relieved.  And I tested my own acceptance because I was afraid that I could fool myself.  I would so need to do well.  I needed to ace the death exam having made death such a pivot of my own theology.  Otherwise, there would have been a kind of most deeply felt I think by me, a sense that I have been a snake oil salesman of some sort. ",0
,,
778," ...if Ron has ever regretted taking any pictures or publishing any pictures of anybody. __EOS__ Well, there was one occasion I photographed Jackie at the Oyster Bar in Grand Central. And it was an event and I photographed her at a table, and it surprised her. And it was frightening. Her face was  with fright. The expression, the Adam's apple popped out, sort of. I didn't ever published that picture because I was embarrassed. I don't like the photograph - publish pictures that are embarrassing to me, anyway. __EOS__ Kelly, thank you. Let's see if we could squeeze one last caller in. This is Ted, Ted with us from Princeton. __EOS__ Hi, Ron. Hi, Neal. ",1
,,
779," But we run into the same problem of how do we make their life as comfortable and rewarding, you know, during their lives and keep them as happy as possible. __EOS__ A, keeping the breed from going extinct; and two, to reintroduce them in the wild. __EOS__ Balancing act is a good way to put it, Sharon. You describe an experience that some people overwhelmed when they go into an exhibit at the Lowry Park Zoo of lorikeets. __EOS__ They go in, and the lorikeets approach them because they want little bits of nectar that they're given in little cups, and they land on your shoulders and on your head, and they have this machine-gun kind of whirring sound of their wings as they fly. ",0
,,
780," Some of my best whites are friends.__EOS__ I've spent a lot of time, you know, it wasn't really like such a ""Guess Who's Coming to Dinner"" scenario with my wife's family. But it was this thing where, you know, like I always felt like my wife's family, it sort of took them a while to warm up to me. But I don't think it was because I was black, I think it was because I was a comedian.__EOS__ I think un-famous comedian trumped black with her family.__EOS__ Right.",3
,,
781," Joining us from our studios in New York, the star of the film, Jennifer Lawrence, and also ""Hunger Games"" director Gary Ross. Welcome to you both.__EOS__ Thank you.__EOS__ Have you two been busy?__EOS__ Oh, nah.",1
,,
782," There's an interesting flipside to that question which is how do you decide how far to push on a subject that fans want to know about? But really is, fundamentally, none of our business? __EOS__ I have to say that, thank goodness, at Newsweek, they want to know some of those things, but there is not a push push. I'll ask, and if a person sort of, you know, shuts it downÉ_› I have a story where I talk about Bill Cosby - and I interviewed him about a month after his son had died. __EOS__ He was murdered. __EOS__ Yeah, he was murdered. And I was so worried about how am I going to ask this man who was clearly, you know, in mourning, about his son. There's no polite way to do it. And thank God, he brought him up. He said, I know you didn't want to ask about my son, let me talk to you about him. So I've been fortunate in some cases where people sort of, you know, know the game. They know that you, you know, have to ask the tough questions. ",0
,,
783," There are checkpoints scenes too, you know, at Israeli checkpoints in the West Bank. Did you have to get permission from the Israel government or from the government in the West Bank to shoot there? __EOS__ Well, we actually created those checkpoints. We created a checkpoint in which we shot both of those scenes, because it would've been impossible for us to shoot anywhere near a real checkpoint. We did have the permission of the Palestinian Authority and we shot entirely within the West Bank. So as long as we were building our checkpoint in the West Bank nowhere near the borders, then we had no, you know, we were told that we wouldn't have a problem, and we didn't actually. We found a location that we thought would work. We built, you know, we built the concrete blocks. We graffitied the walls. We put up the barbed-wire and the plastic bags that we stuck to the barbed-wire and the piles of trash and the guard stands. And, you know, we brought in Palestinians to put on the Israel solider uniforms and play the Israel soldiers. So it was all... __EOS__ The Palestinians are playing Israeli soldiers? __EOS__ That's right. ",1
,,
784," My guest is Ruth Reichl. She's been the editor-in-chief of Gourmet Magazine for the last 10 years. The November edition is the magazine's final one. Reichl's new book features a thousand recipes from the last 10 years of Gourmet. It's called ""Gourmet Today."" We'll talk about her memoir, ""Not Becoming My Mother,"" after a break. This is FRESH AIR. __EOS__ Ruth, you have a memoir that you published recently. It's really about your mother's life, not your own, although you figure into it, and it's called ""Not Becoming My Mother  and Other Things She Taught Me Along the Way."" And for people who've been following your writing over the years, they know that your mother was bipolar, that your mother was what you call food-blind, that she would serve the most horrible combinations of food, like chocolate over meat, with the meat gone bad. And she couldn't tell the difference between, you know, tasty food and horrible food or food that was good and food that was moldy. __EOS__ Well, I think that there are so many of us whose mothers had very sad lives. And, you know, what I discovered with my mother was that she was thwarted in every possible way, and her - what she wanted for me was not to become her. She wanted more for me, and I think that there are many, many women whose mothers dreamt that their daughters would have better lives and pushed them towards that. And, you know, this book came out of a speech that I gave, and when I looked up, there were people all over the room crying and saying that's my mother you talked about. You know, my mother was smart, educated and bored to death, and... __EOS__ You write in your book that you're grateful not to be any of the women of your mother's generation, who were unlucky enough to have been born in what seems to me to have been the worst possible time to have been a middle-class woman. When was your mother born, so we can get a sense of what her generation was? ",0
,,
785, How did you deal with it?__EOS__ Medication was really the primary answer for her. Alleviating her anxiety to the point that then we could give her other things focus other than when we were leaving her and then it was a process. Once I was able to alleviate her anxiety of helping her to give other things to do. Katie's favorite activities were then left for when we would leave at the beginning of the day to go to work in our respective practices - my wife and I.__EOS__ And did it get to the point where you could take her off the medication?__EOS__ We tried twice with Katie and both times she had relapses so she was one of those dogs that I was never able to get medication completely.,0
,,
786," We need to take a short break. But when we come back, we'll have more with our guests, Borzou Daragahi, Middle East correspondent and Beirut bureau chief for the Los Angeles Times. And Rawya Rageh, reporter for Al Jazeera English in Cairo. We're talking about the uprisings in Egypt and Tunisia. We'll talk about what's next and the impact that these uprisings may be having on the rest of the region. __EOS__ I'm Michel Martin and this is TELL ME MORE from NPR News. __EOS__  The force of the Tunisian feminist movement is that we've never separated it from the fight for democracy and a secular society. We will continue our combat, which is to make sure that religion remains completely separate from politics. __EOS__ So I wanted to ask you about this, that as you told us earlier, the protests initially were sparked by a man who was very unhappy about his inability to progress economically, to find employment, and he set himself on fire and this sparked this larger, you know, uprising, which led to the president leaving the country. ",3
,,
787," Right.__EOS__ It was a PlayStation. And just when the police were starting to get demoralized is when they had their breakthrough.__EOS__ How did they ultimately get on the right track and plan a sting operation?__EOS__ Well, the investigation - after several goose chases - were reaching a point where they really were beginning to turn their attention toward the serious possibility that it was an inside job. At that moment, they received the final of several notes from the bad guys. And it directed them to place 1 million Euro in cash in a suitcase and deliver it to the cemetery in the town of Chambolle-Musigny, which is a small hamlet just to the north of Vosne-Romanee. And the plan was that because Monsieur de Villaine was out of town, Jean-Charles Cuvelier, his right-hand man, volunteered to be the bag man. He carried in a bag of counterfeit cash into the cemetery. And shortly thereafter, one of the bad guys emerged to come and collect it. And that was the beginning of the end.",0
,,
788," First of all, to make it clear, this is emphatically not a book about my religious search. I've tried, as objectively as possible, really, to tell the stories of nine people and keep myself out of it. But there's no question that over the 25 years I've been in India and the regions of India, have completely altered the way I look at the world. And it's something you dont notice as it happens, because it's a slow drip process. __EOS__ Thanks very much. __EOS__ Thank you. __EOS__ William Dalrymple, author of ""Nine Lives  In Search of the Sacred in Modern India."" ",0
,,
789," And I just said, no, no, no, no, no. This is, there's nothing harmful about feeling like you're a member of the family. In fact, it really solidifies the relationship. And frankly, I think a lot of the law suits that happen in this country today take place because of rudeness, because of distance, because of inconsideration on the part of the physician. Whereas, if they would open up and be close like your physician is, sounds like he's done a great job with you, it would be a lot better. __EOS__ Oh, yeah. In regards toÉ_› __EOS__ Just hold on for a second, Justin. I want to say, a lot of doctors say they don't have the time to do that. __EOS__ Oh, I don't think that's right. You know what, my visits have gotten shorter and shorter, and the depth of those visits has gotten deeper and deeper. Part of it has to do with experience, yes. Part of it has to do with the fact that I'm writer, because as a writer, your antenna are always up. I mean, you're always paying attention. And so, that helps being a doctor quite a bit, to be paying attention all the time. ",0
,,
790," Right.__EOS__ They got their lab, but they had to disguise it...__EOS__ Right. Well, I think the character-driven element needs to be in there. And, you know, before we made this movie, they said the same thing, like, nobody wants to see scientists and nobody, you know, we have to dumb down the science. And they told me science wasn't visual, which I take huge issue with because it's a very visual movie, ad we found lots of ways to show the science.__EOS__ Who were the they that told you these things, the producers?",1
,,
791, Mr. Otis?__EOS__ Yes.__EOS__ What you do you think? Yeah.__EOS__ Being part of a legacy is what I can talk about.,2
,,
792," That's a really interesting piece of the whole drone story. Yes, so there's, for example a company - an English company called Kinetic that built, has a drone that has, in the test in Arizona in I believe it was 2010, stayed up over Arizona continuously for about two weeks, and that drone, despite having a wingspan of over 100 feet, it weight roughly, if I remember correctly, on the order or somewhere between É__ from 60 to 70 pounds. It was very light, given its size.__EOS__ And what would they do at that height? You said 60,000 feet?__EOS__ Yes, so for example at 60,000 feet, you can survey an absolutely enormous amount of territory, and so drones at that height would be able to - would presumably have not one camera but probably a whole array of cameras mounted on the underside and would be able to then perform surveillance of some enormous, you know, hundreds of square miles or even more from that vantage point.__EOS__ Now, we already have these satellites, which have enormous, you know, resolution cameras in them. What could the drones do that the satellites wouldn't?",3
,,
793,  Por favor.__EOS__  No comprende.__EOS__  Gracias.__EOS__  De nada.,1
,,
794," Now just Turks. Now we're just Turks. No longer, yeah. But anyway - but we had to take the responsibility of carrying the struggle along, and of course one of the things that pleases me is that now at least we have a new constitution, which is a much more progressive constitution than any we have had before. And I hope that the struggle continues. When it is implemented, life will be very different from the past. Of course, that sort of depends on politics. But to come back to your question, I don't think that I want my kids to follow my footsteps, no. My wife and I were very clear about that. Our feeling that the kids should follow what they feel is their calling.__EOS__ Obviously as a parent you must be very proud of your daughter - all of your children, but we're talking about, you know, Lupita now. But what do you think is the meaning of what has happened with her? Not just the awards for her acting, but all of the acclaim about her beauty and her style and her elegance. Does it have any importance in your view?__EOS__ Well, it does. I mean, the beauty and the style and the dressing, however, that will never - we never really expected. I mean, look, that came to us as a surprise. I guess as a parent you don't really appreciate this. But I was surprised. I never knew but when all of this happened, then there came this conversation she had been having with her mom about beauty. They never told me. I learned like everybody else that it was something that was important in their lives. And of course the mother kept affirming to her that she was beautiful. So I think when this happened at her level, it was a fantastic affirmation of what her mother instilled in her - to believe in herself. And I think, to me, it helped give us strength - that there is more to you than you think, and that you should give the best of yourself to the world. And I think that the thing that she's trying to strive as is always to do her best in whatever she does, but do it in the service of humanity.__EOS__ Well, thank you for coming in to speak with us.",3
,,
795," Well, you know, recently ""Rolling Stone"" magazine published a list of the most important Latin rock bands and albums, and Cafe Tacvba was number one, and they were called The Beatles of Latin America, simply because they are just very eclectic. Everything they put out is really artful and thought out and well put together, and they're also just very spiritual and poetic and political. So I don't know. Felix, what do you think? The Beatles of Latin America?__EOS__ I'm always careful about the so-and-so of this country, but one of the things that really made them stand out was the way they incorporated traditional Mexican music into a whole new attitude, a whole new approach to music, and this is coming from their earliest albums, from the early to mid-'90s, and they've always maintained that nice hybrid of modern and traditional Mexican music.__EOS__ If you're just joining us, we're talking about the South by Southwest Festival in Austin. I'm speaking with Jasmine Garsd and Felix Contreas; they co-host NPR's ALT LATINO podcast.__EOS__ I saw a band last night called Las Cafeteras and they're based in Los Angeles. And what - they're part of a movement of young Chicanos, young Mexican-American musicians in Southern California that are rediscovering a style called Son Jarocho from the Veracruz area of Mexico. And it's a very traditional, lot of traditional instruments, but their music is very politicized, very socially conscious. They've got a really wonderful track called ""La Bamba Rebelde"" from their latest album. It reflects exactly what they're about, a little bit of tradition with a little bit of today's attitude.",3
,,
796," It's really a wonder that I haven't dropped all my ideals because they seem so absurd and impossible to carry out. Yet I keep them because in spite of everything I still believe that people are really good at heart. I simply can't build up my hopes on a foundation consisting of confusion, misery and death. I see the world gradually being turned into a wilderness. I hear the ever-approaching thunder, which will destroy us too. I can feelÉ_› __EOS__ I can feel the sufferings of millions, and yet if I look up into the heavens, I think that it will all come right, that this crueltyÉ_› __EOS__ É_›that this cruelty too will end and the peace and tranquility will return again. In the meantime, I must uphold my ideals for perhaps the time will come when I should be able to carry them out. Yours, Anne. __EOS__ I think that is kind of ironic that she says that she hopes that she goes on living long after she dies. And she says that in her diary, which is what keeps her voice alive like 50 years later. ",0
,,
797," In America, the sort of story goes that you find the e-mail from your husband's mistress and you march into the living room and you say, I gotcha, you know, this relationship is over. And in France there isn't an assumption that you would even confront your spouse about what happened. It's something that you might sense for years and never bring to the surface.  __EOS__ Are you saying that a husband, say, might be sitting there and have reason to suspect that his wife is having an affair, and he might not be thrilled about it but just kind of shrugs and says, oh well, maybe I'll go have an affair. __EOS__ I don't think he shrugs and says, oh well. I think he cares a lot. But I don't think that he thinks that the best way to deal with the problem of infidelity in a marriage is to confront it directly or to go into therapy and talk about what's going on. You know, husbands would tell me, I just kept watching, and you know, I thought that my wife was having an affair with my best friend and I just gave my wife the sort of space to figure it out. And then at a certain point I sensed that the affair had ended. __EOS__ Do you think that you got somehow at the character of different nations by exploring the way that people in different countries cheat? ",0
,,
798," Here he is courtesy of CNN. __EOS__ I've seen her now for more than half of her life. She was just 23 when we met. Poor child, didn't know any better than to talk to me. __EOS__ And I was thinking the night about how we celebrated her 24th birthday when she was in law school and all the ones we'd celebrated since. __EOS__ Oh, that's sweet. Lots of Hillary supporters showed up too. But really, no presents. No presents, please. ",2
,,
799," Absolutely. I support the Webb amendment. Most of the deaths come in multiple deployments. And I found that in calling my families in Nevada after these deaths occur. It's only appropriate that you are out of the country as long as you're in the country. And what Webb has done says that, and I support that. The last time this was voted on, we have 56 votes. We need 60. Now, with Tim Johnson back, it's 57. We need three more courageous Republicans.__EOS__ Now, when you talk about this slim majority, when you listen to the testimony on Capitol Hill this week, there was clear frustration expressed by a number of Republicans. It seemed like that would be an opportunity for you to, perhaps, pull some support from across the aisle?__EOS__ Talk is cheap. And I - I've reached down. I announced early in August that I want to work with Republicans. I want to give them a chance to keep their word. We have numerous quotes from Republicans in the spring saying we're going to wait until September. Since September, things have not changed. And so if that isn't a reason for a few Republican change, I don't know what is.__EOS__ Senator Reid, thank you very much for speaking with us.",3
,,
800," When Women Come Marching Home,"" highlights some of the challenges these veterans and those who served before them face. Here's a clip.__EOS__ I'll go to my - do my grocery shopping at, you know, 2 00 in the morning because there's nobody there.__EOS__ Every backfiring car puts you back there.__EOS__ Everybody else knew what was wrong with me or knew that something was wrong with me. I'm the only one that didn't think so.",1
,,
801," Yeah. You meet up with this cult - you accidentally meet up with this cult leader, played by Philip Seymour Hoffman, who becomes like a father figure to you. And he sees himself as this kind of prophet who can put people in touch with their higher selves and also put them in touch with their past lives. And he has all of these exercises to help accomplish that. So he puts you through one of these exercises, and it's called processing, and it's - he gives you a series of rapid-fire questions that you're supposed to answer. And the first time he does it, it doesn't go that well. The second time he insists that you not blink. And I want to play...__EOS__ It sounds like every interview I've ever done, Terry.__EOS__ OK.__EOS__ You're not blinking, right?",1
,,
802," So you see, a guy who is this violent who could walk down the street, shoot somebody in the head, come back inside and forget; his only question was, what was I talking about before I was interrupted? You know, that's a sociopath.__EOS__ I really like ""American Gangster"" and your performance in it.__EOS__ Thank you.__EOS__ Does it ever bother you to play people who aren't role models? Like in life, so many people see you as a role model. Does it bother you? Like in the ""The Great Debaters,"" you are very role model - you know, you're very ethical...",1
,,
803," In '71.__EOS__ Mm-hmm..__EOS__ '71.__EOS__ And so, now that so many years have elapsed since then, and you've gone back to children's books and those books have been published - some of those books have been published here. Some of your books have been republished here in new editions. Do you meet people who grew up with your children's books and then later found out about your erotica? And if so, what's their reaction?",1
,,
804,"  Jack.__EOS__   Life's a holiday on Primrose Lane, when I'm walking down Promise Lane with you.__EOS__  You're not funny.__EOS__ And that's our guest Emma Thompson with John Travolta. She's - at the end of that scene Travolta is hugging his wife, Susan Stanton, to get her to calm down. This is a great role. Do you want to tell us how you got the part, what interested you about it?",1
,,
805," My guest is Lee Daniels. He directed the new film, ""Precious,"" about an obese, 16-year-old girl in Harlem who's physically and sexually abused and illiterate. Daniels also produced ""Monster's Ball,"" ""The Woodsman"" and ""Tennessee."" __EOS__ Well, I don't think that - come on, do you really think that Tyler Perry and Oprah Winfrey and Mo'Nique were abused? Come on. No, I'm just kidding. __EOS__ No, I have to laugh about it, because, you know, it's such a tragicã®´ __EOS__ Well, that's the thing. It's so tragic and so horrifying. ",1
,,
806," Hi, everyone. I wanted to thank you for having this call because yesterday I just was telling my wife that Easter is not my favorite holiday. And, you know, I go along with it, and it's great, and we go to Seders every year. __EOS__ I'm glad you said that because, of course, The Last Supper, which is so celebrated in art, was of course a Seder. It was a Passover meal. And this year, as Neal said at the beginning, Easter week begins at the same time as Passover. __EOS__ Because I was going to ask  Don't you feel like you might be treading on dangerous ground? __EOS__ No, no, no, this is very much a Jewish ceremony that we celebrate. We do have in this book introductions that talk about the themes that are similar, we have boxes that explain certain things and certain references, and we have readings from other thinkers on and activists on the subject of freedom. But the Seder itself is the traditional Jewish Seder. ",0
,,
807, He sees that he can play on being black. He can play on the same stereotypes that he was trying to avoid back home. He can actually play on those and manipulate them and use those stereotypes to his advantage in Europe. __EOS__   Do you know what it's like to be the object of oppression living under police occupation in the ghetto? __EOS__ He did not. __EOS__ His police-occupied ghetto looked more like... ,2
,,
808," Thank you. __EOS__ Thanks for having us. __EOS__ Jasmine Garsd and Felix Contreras. They host Alt.Latino on NPR. And you can hear examples of Cumbia, salsa and rock on the Alt.Latino website. That's at NPR.org/AltLatino. __EOS__ This is WEEKEND EDITION from NPR News. I'm Scott Simon.  Transcript provided by NPR, Copyright NPR.",2
,,
809," And was there a moment when you realized, this is going to be a lot harder than I thought? __EOS__ It's kind of always  with me - always. __EOS__ Really? __EOS__ Yeah. It - and I think that's what's exciting about it is it's always challenging. ",2
,,
810," The way he married his emotions and his feelings, and the way he would weave his licks in and around the vocals. And I would say that probably came from the fact that he wrote a lot of them. And much like in the blues fashion, where you sing a line and then play a line, and you sing a line and play a line.  __EOS__  Think. Think. Think about the good things. Think. Think. Think. Think about the right thing. Think. Think. Think... __EOS__ And he was also very good at creating intros that were interesting and would get your attention to say, hey, we've got something going on here, listen. And then the singer would come in. but the fact that Lowman added all of these kind of fills and stinger licks, in and around the melody of the song and so forth, I think it created a very good style - at least one that I picked up on. __EOS__  Think... ",2
,,
811," It was really a burr in Jordan's saddle.__EOS__ He's like come on, brother. If there's ever a time to get down to business, do it. How are you going to just put up a finger up and keep talking regular?__EOS__ Right.__EOS__ Come on, man.",3
,,
812," Yeah.__EOS__ I'm not picturing anything. I'm picturing everything or anything, just let it happen.__EOS__ Exactly.__EOS__ How old were you when you wrote the first draft of ""Superbad""?",1
,,
813," Now, since the Stooges' films, the old ones and yours, are so much about slapstick and about, you know, hitting and getting hit and getting bonked, where is the line between that kind of slapstick and cruelty?__EOS__ I would say it's when people are truly hurt and there's blood, and there's cuts, and there's repercussions, and there's hurt feelings. And the Stooges, it's cartoony humor. It is hitting, but there's never a cut. There's never blood. There's - you know, we learned something on ""Dumb and Dumber"" early in our careers.__EOS__ And one of the things that you need to make all the hitting and slapping and bonking comedic is the sound effects. So what did you - can we talk a little bit about the sound effects for the slapping and the getting hit on the head and everything?__EOS__ Yeah, but we didn't use it.",1
,,
814," The day that the presentations were going to be done, I heard from Ms. Alba that Ms. Canada cancelled their plans. Ms. Alba went on to tell me that students wrote letters of protest, and she showed me some of them. She had signed a couple of them. I read one of them, and based from what I've heard from Ms. Alba - which was clarified by the students that we share - I disagree with the principal. __EOS__ There was a lot of confusion among parents. Some agreed that the school took the right step. Many others, like Marcia Olsten, an African-American parent of one of the seventh graders, thought Celerity administrators were clearly wrong. She took particular issue with the school principal, who Olsten says told students who wanted to honor Till that if the teenager had whistled at a white woman 57 years ago, it was sexual harassment. __EOS__ When I found out what happened, I called and I spoke to Mrs. Canada and I explained to her what my son had told me. And I told her that I was very upset that she would use the word sexual harassment in relation to the Emmett Till case. I might explain to her if you're going to teach at a predominantly black school, then you need to make sure if that if you're teaching black history that you tell the whole story. And I explained to her that you cannot pick and choose what you want to say. __EOS__ The executive director of Celerity Nascent Charter School, Vielka McFarlane, accepted our invitation to be on NEWS & NOTES, but later declined after we told her we would also be speaking with the fired teachers and the parents who disagreed with the school's decision to cancel the Emmett Till presentation. We also contacted the California Charter Schools Association. Spokesman Gary Larson was unavailable. ",3
,,
815,  I could help you cross your yard. __EOS__  No. __EOS__  I could help you cross your porch. __EOS__  No. ,1
,,
816," There's no gap between the impulse and the actuality. Now, of course, you have to find your glasses.__EOS__ It's a process.__EOS__ And you have lost them. Even if you just went out and bought, like, five pairs of them at the drugstore that don't cost that much so that this won't happen, you can't find the ones you really like, because even if you bought five of the same ones, somehow there's one that's better than the others.__EOS__ That's perfect.",1
,,
817," Yeah, in some countries in Africa, yes. And I agree that there is a really big gap between the leaders and the rest of the people in the some countries in Africa. And we should of just have a little bit of communication all these leaders to listen to the one who can give advices. We just want to help because we are concerned about the future of the continent, like everyone. __EOS__ We're speaking with Senegalese singer/songwriter Baaba Maal about his new album called ""Television."" __EOS__ It is just one girl. But the connection come through one of the people who was very important in the writing of the songs, Barry Reynolds. __EOS__ Barry Reynolds, who has been a producer of yours for some time. ",2
,,
818,"  I think after ""The Road Less Traveled"" became so popular      and he went on the road as the guru, where people physically kind of      fought to get close to him and almost touch him, it was easy for him to      move into that role and see himself as a super human being, one that      everybody wanted.  But there were times when he didn't always live up to      what he taught.  I know he had difficulties with women, he had      difficulties with his smoking, he had difficulties really containing that      quiet, spiritual self that I saw when I first met him. __EOS__  You've used this book in your own teachings.  Do you still use      it? __EOS__  No, I don't.  I think it's past its prime.  I think these      are things that we already know and people have built upon for years now.      And, in fact, going back and looking through it again, I think, `Oh, my      goodness, this was new 30 years ago, wasn't it?'  And we've come a long      way since then.  I think there's still a lot of truth to what he's      saying, but collectively perhaps I think we've come a long way since      then. __EOS__  Megory Anderson, thanks so much for sharing your memories with      us. ",0
,,
819," Steve Martin always gets a lot of laughs. What is it about him?__EOS__ It's - that was one of my favorite Oscar jokes of all time. It was an ad-lib after Michael Moore accepted for ""Bowling for Columbine,"" and he sort of went off on the war, which had broken out about five days before, calling it a fictitious war and a fictitious president. And we knew we had to comment on that because Steve was coming to the stage right after that. And the creation of that joke was five writers sitting around watching Michael's acceptance speech and Steve saying what am I going to say.__EOS__ So you guys are actually sitting backstage listening to acceptance speeches and writing?__EOS__ Sure. We're reacting all night long. I mean, there's only a certain number of jokes you can write in advance. You can kind of say  Well, let's write a bunch of jokes in case this movie happens to win a lot, then you've got something in your hip pocket. Otherwise, you want to be reactive to what's going on. If you were hosting something in your living room and somebody spilled the punch bowl on the floor, you would certainly comment on it. If somebody's going to make an outrageous acceptance speech, you want to say something about it.",1
,,
820,"  What goes through your head? I can't deny I was scared. There were chills going down my spine. So what do you do? You do nothing? You pretend like you never got it? You wait and hope someone else publishes it? But then, what do I say to the person that gave me the disk? That I chickened out because it incriminates high-ranking officials and involves a dangerous cartel? No. Then I found out that the disk was given to other media outlets, but no one published it.__EOS__ No one except Zeta. So does that say more about Zeta, or does that say more about the rest of the media outlets in Mexico?__EOS__ That's such a good question, and I think it gets to the heart of what the film is really about. Zeta's unique. They're certainly not alone in the media landscape, but they are one of the few publications that's continued to run these types of very difficult stories.__EOS__ Did you, yourself, never feel any danger while you were working on this documentary? It took you a very long time, going back and forth across the border.",1
,,
821," You still hear her voice? __EOS__ Yeah. Yeah. Yeah, totally. __EOS__ James Patterson, it's been a pleasure to talk to you. __EOS__ Well, thank you. ",0
,,
822," And there's a moment when Imogene goes out on the town; and one of the young people whom she meets says something like, my mom had that vest.__EOS__ Yeah, the denim vest...__EOS__ Yeah, the denim vest.__EOS__ ...the short, cropped denim vest, which I'm determined to bring back.",1
,,
823," Exactly the same. And so I thought that was kind of ironic. And -__EOS__ I'm not surprised they tried to sue you, though, just the same because you did sort of strip the song of its cheery, whimsical quality. __EOS__ I guess you could say that and be on the money, yeah. But sometimes that's what a song needs in order to survive that time it was born in. I thought it worked. __EOS__ Yeah, I bet it was. Just lacks a certain cavalier quality to the hi-ho, hi-ho part. ",2
,,
824,"   __EOS__ Baya and Arthur are polar opposites. She's promiscuous. He's a bit of a prude. Baya Behnmahmoud's father is an Algerian immigrant. When he was a boy, his grandfather and uncles were executed by French soldiers during the French-Algerian war. __EOS__   __EOS__ Arthur Martin's mother is Jewish. Her parents were deported during World War II. The film shows her, as a child, being told to change her name. ",1
,,
825," Once again, we all did, but we would forget about it once we were out of the house and playing, until somebody got polio. When that happened, then the fear flared up in the children as well. __EOS__ Jerry got it, Jerry got it, Jerry got it, you know. Luckily, Jerry got better and had no bad effects. __EOS__ In several of your recent novels you've written about the assault against the body that aging brings, just like how the process of aging breaks down the body, the diseases and dysfunctions that come with aging. __EOS__ Whenever I began this book, two years ago, let's say - I finished it about a year ago - I began it as I sometimes do with a book, which is on a yellow legal pad. I began to write down all the subjects or historical events that I've lived through that I've not dealt with in fiction. ",0
,,
826," Isabella, I hope you don't mind my asking this, but there's been a lot of discussion around getting more girls interested in the so-called stem field science, technology, engineering and math. A lot of people wonder, you know, why is it that, in other countries that are competitive in these fields, you know, girls are doing well. Women are present in these fields, but in this country, it seems like we're having kind of trouble with that. And I just wondered if you could speak to that. I mean, is it a kind of thing where - are girls somehow sort of given the feeling that they're not supposed to be interested in these things? Has anybody ever made fun of you for being interested in these kinds of things?__EOS__ Particularly me, no. But one of my other teammates said that, once we were at the actual competition last year, before we launched, that there was an all guys team that was, like, telling her, oh, well, you know, we won last year and we did great. And, like, they were kind of intimidating her and many people believe that this is, like, primarily a male field, so women are often discouraged or made fun of when they do that. And even though, myself personally, I have not experienced that, I've heard a few stories from people who say that they have.__EOS__ Darius, you would never do anything like that. Would you?__EOS__ Never.",3
,,
827," If you're just joining us, my guests are Michael Kranish and Scott Helman of the Boston Globe. They're co-authors of the new book ""The Real Romney""; it's just been published in paperback with a new afterword.__EOS__ Well, let me provide some perspective. There's been a lot of talk about the last 10 years of Mitt Romney's tax returns because Senate Majority Leader Harry Reid has alleged, without providing evidence, that Mitt Romney paid no taxes for 10 years. So the context for this and the paradigm that really should be set is Mitt Romney's own words.__EOS__ One of the questions that has been raised based on the Bain financial records that were released is that there were investments that, you know, the partners, and I think Romney would be included in these investments, investments in funds that hold complex securities that can profit from downturns in the economy like by shorting stocks, by betting against interest rates in foreign currencies, credit default swaps, which can bet that something's going to lose, and you gain if they lose.__EOS__ Right. The dilemma in discussing this is that these are funds that his blind trustee person decided to invest in.",0
,,
